sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,small_image,thumbnail_image,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
ASP-LRM8,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Light Rail Moulding 8'L,Aspen White- Light Rail Moulding 8'L it measures 8' long,5,1,0,"Catalog, Search",143.39,61.6577,,,"aspen-white-light-rail-moulding-8'l-asp-lrm8""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""915""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-OCS8,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Outside corner Molding 8'L,Aspen White- Outside corner Molding 8'L it measures 8' lomg,3,1,0,"Catalog, Search",45.36,19.5048,,,"aspen-white-outside-corner-molding-8'l-asp-ocs8""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""920""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-REP9624,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- refrigerator End Panel 24""x96""","Aspen White- refrigerator End Panel 24""x96"" it meassures 24""WX96""L",44,1,0,"Catalog, Search",224.07,96.3501,,,"aspen-white-refrigerator-end-panel-24""x96""-asp-rep9624""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""925""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-ROPE8,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- rope Molding 8' L,Aspen White- rope Molding 8' L it is 8' long,3,1,0,"Catalog, Search",65.81,28.2983,,,"aspen-white-rope-molding-8'-l-asp-rope8""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""930""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-SM8,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Scribe Molding 8'L,Aspen White- Scribe Molding 8'L  it is 8' long,3,1,0,"Catalog, Search",34.9,15.007,,,"aspen-white-scribe-molding-8'l-asp-sm8""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""935""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-SPW,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Stained Plywood,"Aspen White- Stained Plywood it measures 3'WX8'HX3/4"" Thick.  Grain runs lengthwise of sheet.",24,1,0,"Catalog, Search",207.65,89.2895,,,"aspen-white-stained-plywood-asp-spw""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""940""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-TF396,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Tall fille  3""x96""","Aspen White- Tall filler  3""x96"" it measures 3'WX8'Tall",6,1,0,"Catalog, Search",153.17,65.8631,,,"aspen-white-tall-fille-3""x96""-asp-tf396""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""945""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-TFF396,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Tall filler fluted 3""x96""","Aspen White- Tall filler fluted 3""x96"" it measures 3'W by 8'Tall",6,1,0,"Catalog, Search",172.54,74.1922,,,"aspen-white-tall-filler-fluted-3""x96""-asp-tff396""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""950""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-TK8,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Toe Kick 8'L,Aspen White- Toe Kick 8'L it measures 8' long,4,1,0,"Catalog, Search",64.64,27.7952,,,"aspen-white-toe-kick-8'l-asp-tk8""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""955""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-WEP1542,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Wall end Panel 15""x42""","Aspen White- Wall end Panel 15""x42"" it measures 15""WX42""H",14,1,0,"Catalog, Search",161.66,69.5138,,,"aspen-white-wall-end-panel-15""x42""-asp-wep1542""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""960""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-WF342,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Wall filler 3""x42""","Aspen White- Wall filler 3""x42"" it measures 3""WX42""H",4,1,0,"Catalog, Search",14.53,6.2479,,,"aspen-white-wall-filler-3""x42""-asp-wf342""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""965""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-WF396,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Wall Filler 3""X96""","Aspen White- Wall Filler 3""X96"" it measures 3""WX96""H",8,1,0,"Catalog, Search",153.17,65.8631,,,"aspen-white-wall-filler-3""x96""-asp-wf396""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""970""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-WF642,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Wall Filler 6""X42""","Aspen White- Wall Filler 6""X42"" it measures 6""WX42""H",16,1,0,"Catalog, Search",77.32,33.2476,,,"aspen-white-wall-filler-6""x42""-asp-wf642""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""975""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-WFF342,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Wall Filler Fluted 3""X42""","Aspen White- Wall Filler Fluted 3""X42"" it measures 3""wx42""h",4,1,0,"Catalog, Search",75.45,32.4435,,,"aspen-white-wall-filler-fluted-3""x42""-asp-wff342""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""980""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-WFF396,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Wall Filler Fluted 3""X96""","Aspen White- Wall Filler Fluted 3""X96"" it measures 3""WX96""H",8,1,0,"Catalog, Search",165.98,71.3714,,,"aspen-white-wall-filler-fluted-3""x96""-asp-wff396""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""985""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-WFF642,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Wall Filler Fluted 6""X42""","Aspen White- Wall Filler Fluted 6""X42"" it measures 6""WX42""H",16,1,0,"Catalog, Search",104.39,44.8877,,,"aspen-white-wall-filler-fluted-6""x42""-asp-wff642""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""990""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-WS1542,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Wall Panel 15""x42""","Aspen White- Wall Panel 15""x42"" it measures 15""WX42""H",16,1,0,"Catalog, Search",92.99,39.9857,,,"aspen-white-wall-panel-15""x42""-asp-ws1542""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""995""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
