sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,small_image,thumbnail_image,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
ASP-MD1830,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 18""x30""","Aspen White- Mullion Door 18""x30"" fits only 18""WX30""H Cabinet",7,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-18""x30""-asp-md1830""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""670""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD1836,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 18""x36""","Aspen White- Mullion Door 18""x30"" fits only 18""WX36""H Cabinet",8,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-18""x36""-asp-md1836""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""675""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD2130,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 21""x30""","Aspen White- Mullion Door 21""x30"" fits only 21""WX30""H Cabinet",9,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-21""x30""-asp-md2130""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""680""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD2136,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 21""x36""","Aspen White- Mullion Door 21""x36"" fits only 21""WX36""H Cabinet",10,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-21""x36""-asp-md2136""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""685""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD2142,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 21""x42""","Aspen White- Mullion Door 21""x42"" fits only 21""WX42""H Cabinet",12,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-21""x42""-asp-md2142""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""690""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD2430,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 24""x30""","Aspen White- Mullion Door 24""x30"" fits only 24""WX30""H Cabinet",14,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-24""x30""-asp-md2430""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""695""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD2436,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 24""x36""","Aspen White- Mullion Door 24""x36"" fits only 24""WX36""H Cabinet",15,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-24""x36""-asp-md2436""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""700""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD2442,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 24""x42""","Aspen White- Mullion Door 24""x42"" fits only 24""WX42""H Cabinet",16,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-24""x42""-asp-md2442""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""705""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD3030,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 30""x30""","Aspen White- Mullion Door 30""x30"" fits only 30""WX30""H Cabinet",22,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-30""x30""-asp-md3030""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""710""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD3036,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 30""x36""","Aspen White- Mullion Door 30""x36"" fits only 30""WX36""H Cabinet",24,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-30""x36""-asp-md3036""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""715""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD3042,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 30""x42""","Aspen White- Mullion Door 30""x42"" fits only 30""HW42""H Cabinet",26,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-30""x42""-asp-md3042""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""720""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD3630,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 36""x30""","Aspen White- Mullion Door 36""x30"" fits only 36""WX30""H Cabinet",28,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-36""x30""-asp-md3630""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""725""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD3636,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 30""x36""","Aspen White- Mullion Door 30""x36"" fits only 30""WX36""H Cabinet",30,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-30""x36""-asp-md3636""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""730""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MD3642,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Mullion Door 36""x42""","Aspen White- Mullion Door 30""x42"" fits only 30""WX42""H Cabinet",32,0,0,Not Visible Individually,0,0,,,"aspen-white-mullion-door-36""x42""-asp-md3642""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""735""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MDWDC30,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  WDC Mullion Door 30""","Aspen White-  WDC Mullion Door 30"" fits only WDC 30"" Cabinet",22,1,0,"Catalog, Search",243.26,104.6018,,,"aspen-white--wdc-mullion-door-30""-asp-mdwdc30""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""740""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MDWDC36,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  WDC Mullion Door 36""","Aspen White-  WDC Mullion Door 36"" fits only WDC 36"" Cabinet",24,1,0,"Catalog, Search",287.57,123.6551,,,"aspen-white--wdc-mullion-door-36""-asp-mdwdc36""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""745""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MDWDC42,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  WDC Mullion Door 42""","Aspen White-  WDC Mullion Door 42"" fits only WDC 42"" Cabinet",26,1,0,"Catalog, Search",338.39,145.5077,,,"aspen-white--wdc-mullion-door-42""-asp-mdwdc42""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""750""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-PR3015,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Plate Rack 30""x15""","Aspen White-  Plate Rack 30""x15"" it measures 30""WX15""H",22,1,0,"Catalog, Search",303.95,130.6985,,,"aspen-white--plate-rack-30""x15""-asp-pr3015""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""755""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-RHF30,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Range Hood Front 30""  ","Aspen White 30"" Range Hood Front It measures 30""w x 8""d x 23.5""h. It must be installed between two cabinets for support. A metal liner is required.",20,1,0,"Catalog, Search",384.97,165.5371,,,"aspen-white--range-hood-front-30""--asp-rhf30""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""760""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-RHF36,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Range Hood Front 36""  ","Aspen White 36"" Range Hood Front It measures 36""w x 8""d x 23.5""h. It must be installed between two cabinets for support. A metal liner is required.",24,1,0,"Catalog, Search",431.72,185.6396,,,"aspen-white--range-hood-front-36""--asp-rhf36""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""765""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-RHF42,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Range Hood Front 42""  ","Aspen White 42"" Range Hood Front It measures 42""w x 8""d x 23.5""h. It must be installed between two cabinets for support. A metal liner is required.",28,0,0,Not Visible Individually,0,0,,,"aspen-white--range-hood-front-42""--asp-rhf42""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""770""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-ROT15,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Roll Out Tray 15""","Aspen White-  Roll Out Tray 15""  fits 15"" Cabinets",12,1,0,"Catalog, Search",73.33,31.5319,,,"aspen-white--roll-out-tray-15""-asp-rot15""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""775""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-ROT18,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Roll Out Tray 18""","Aspen White-  Roll Out Tray 18"" fits 18"" Cabients",15,1,0,"Catalog, Search",79.34,34.1162,,,"aspen-white--roll-out-tray-18""-asp-rot18""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""780""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-ROT21,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Roll Out Tray 21""","Aspen White-  Roll Out Tray 21"" fits 21"" Cabinets",18,1,0,"Catalog, Search",81.77,35.1611,,,"aspen-white--roll-out-tray-21""-asp-rot21""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""785""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-TOT24,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Roll Out Tray 24""","Aspen White-  Roll Out Tray 24"" fits 24"" Cabinets",21,1,0,"Catalog, Search",87.99,37.8357,,,"aspen-white--roll-out-tray-24""-asp-tot24""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""790""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-ROT27,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Roll Out Tray 27""","Aspen White-  Roll Out Tray 27"" fits 27"" Cabinets",24,1,0,"Catalog, Search",101.81,43.7783,,,"aspen-white--roll-out-tray-27""-asp-rot27""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""795""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-ROT30,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Roll Out Tray 30""","Aspen White-  Roll Out Tray 30"" fits 30"" Cabinets",27,1,0,"Catalog, Search",148.34,63.7862,,,"aspen-white--roll-out-tray-30""-asp-rot30""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""800""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-ROT33,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Roll Out Tray 30""","Aspen White-  Roll Out Tray 33"" fits 33"" Cabinets",30,1,0,"Catalog, Search",161.49,69.4407,,,"aspen-white--roll-out-tray-30""-asp-rot33""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""805""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-ROT36,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Roll Out Tray 36""","Aspen White-  Roll Out Tray 36"" fits 36"" Cabinets",33,1,0,"Catalog, Search",170.39,73.2677,,,"aspen-white--roll-out-tray-36""-asp-rot36""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""810""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-SGH,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White-  Stem Glass Holder,"Aspen White-  Stem Glass Holder Stem Glass Holder. It measures 30""w x 12""d x 2""h. It is made of solid wood. It can be mounted and can be cut to fit smaller cabinets.   ",10,1,0,"Catalog, Search",249.69,107.3667,,,"aspen-white--stem-glass-holder-asp-sgh""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""815""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-VA48,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White-  Arched Valance 48""","Aspen White-  Arched Valance 48"" it measures 48""L",4,1,0,"Catalog, Search",166.66,71.6638,,,"aspen-white--arched-valance-48""-asp-va48""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""820""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-UCD30,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Under Cabinet Drawer 30""","Aspen White- Under Cabinet Drawer 30"" fits under a 30"" Cabinet",18,1,0,"Catalog, Search",221.68,95.3224,,,"aspen-white-under-cabinet-drawer-30""-asp-ucd30""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""825""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-UCD36,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Under Cabinet Drawer 36""","Aspen White- Under Cabinet Drawer 36"" fits under a 36"" Cabinet",22,1,0,"Catalog, Search",251.45,108.1235,,,"aspen-white-under-cabinet-drawer-36""-asp-ucd36""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""830""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DD,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White-  Display door,Aspen White-  Display door,8,1,0,"Catalog, Search",40,17.2,,,"aspen-white--display-door-asp-dd""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""835""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-TOUCHUP,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White-  Touch Up Kit,Aspen White-  Touch Up Kit,1,1,0,"Catalog, Search",79.96,34.3828,,,"aspen-white--touch-up-kit-asp-touchup""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""840""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-SCH,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Soft Close Door Hinge,Aspen White- Soft Close Door Hinge,1,1,0,"Catalog, Search",9,3.87,,,"aspen-white-soft-close-door-hinge-asp-sch""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""845""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-SMSCDG,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Side Mount Soft Close Drawer Glide,Aspen White- Side Mount Soft Close Drawer Glide,2,1,0,"Catalog, Search",79.96,34.3828,,,"aspen-white-side-mount-soft-close-drawer-glide-asp-smscdg""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""850""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-BEP3,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Base End Panel/ Dishwasher Panel,Aspen White- Base End Panel/ Dishwasher Panel,14,1,0,"Catalog, Search",108.57,46.6851,,,"aspen-white-base-end-panel/-dishwasher-panel-asp-bep3""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""855""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-BF3,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Base filler 3""W","Aspen White- Base filler 3""W it is 3""WX 34.5""H",2,1,0,"Catalog, Search",33.01,14.1943,,,"aspen-white-base-filler-3""w-asp-bf3""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""860""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-BF6,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Base filler 6""W","Aspen White- Base filler 6""W it is 6""WX34.5""H",4,1,0,"Catalog, Search",66.28,28.5004,,,"aspen-white-base-filler-6""w-asp-bf6""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""865""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-BFF3,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Base filler Flutted 3"" W","Aspen White- Base filler Flutted 3"" W it is 3""WX34.5""H",2,1,0,"Catalog, Search",51.1,21.973,,,"aspen-white-base-filler-flutted-3""-w-asp-bff3""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""870""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-BFF6,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Base filler Flutted 6"" W","Aspen White- Base filler Flutted 6"" W it is 6""WX34.5""H",4,1,0,"Catalog, Search",86.71,37.2853,,,"aspen-white-base-filler-flutted-6""-w-asp-bff6""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""875""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-BM8,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Batten Molding,Aspen White- Batten Molding,4,1,0,"Catalog, Search",61.78,26.5654,,,"aspen-white-batten-molding-asp-bm8""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""880""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DP1230,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Decorative Panel 12""x30""","Aspen White- Decorative Panel 12""x30"" end panel measures 12""WX30""H",6,1,0,"Catalog, Search",109.54,47.1022,,,"aspen-white-decorative-panel-12""x30""-asp-dp1230""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""885""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DP1236,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Decorative Panel 12""x36""","Aspen White- Decorative Panel 12""x36"" end panel measures 12""WX36""H",8,1,0,"Catalog, Search",124.91,53.7113,,,"aspen-white-decorative-panel-12""x36""-asp-dp1236""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""890""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DP1242,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Decorative Panel 12""x30""","Aspen White- Decorative Panel 12""x42"" end panel measures 12""WX42""H",10,1,0,"Catalog, Search",153.55,66.0265,,,"aspen-white-decorative-panel-12""x30""-asp-dp1242""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""895""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DP2430,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,"Aspen White- Decorative Panel 12""x42""","Aspen White- Decorative Panel 24""X30"" end panel measures 24""WX30""h",12,1,0,"Catalog, Search",179.76,77.2968,,,"aspen-white-decorative-panel-12""x42""-asp-dp2430""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""900""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-IS3696,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Island Panel,"Aspen White  Island Panel. It measures 36""h x 96""w x 1/4"" thick. The grian runs bottom to top.",15,1,0,"Catalog, Search",250.07,107.5301,,,"aspen-white-island-panel-asp-is3696""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""905""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-LCM8,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Accessories,,Aspen White- Crown Molding 8'L,"Aspen White- Crown Molding 8'L it measures 8' Long and 4""H",5,1,0,"Catalog, Search",165.69,71.2467,,,"aspen-white-crown-molding-8'l-asp-lcm8""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""910""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
